,title,artist,year,bpm,energy,danceability,dB,liveness,valence,duration,acousticness,speechiness,popularity,genre
278,Lose Yourself to Dance,Daft Punk,2013,100,66,83,-8,8,67,354,8,6,72,electro
279,Crying in the Club,Camila Cabello,2017,85,62,33,-6,16,60,216,33,38,75,dance pop
280,Mercy,Shawn Mendes,2017,148,66,56,-5,11,36,209,13,8,81,canadian pop
281,Adore You,Miley Cyrus,2014,120,66,58,-5,11,20,279,11,3,72,dance pop
282,No Guidance (feat. Drake),Chris Brown,2019,93,45,70,-7,16,14,261,12,15,81,dance pop
283,Into You,Ariana Grande,2016,108,73,62,-6,14,37,244,2,11,80,dance pop
284,There for You,Martin Garrix,2017,106,64,61,-8,12,13,222,12,6,76,big room
285,Part Of Me,Katy Perry,2012,130,92,68,-5,7,77,216,0,4,71,dance pop
286,Stitches,Shawn Mendes,2016,150,75,75,-7,5,76,207,2,7,78,canadian pop
287,Love,Lana Del Rey,2017,99,37,53,-11,11,23,273,49,3,72,art pop
288,TiK ToK,Kesha,2010,120,84,76,-3,29,71,200,10,14,80,dance pop
289,You Lost Me,Christina Aguilera,2010,43,39,23,-6,14,7,257,85,4,56,dance pop
290,Million Reasons,Lady Gaga,2016,130,42,67,-8,11,15,205,49,4,80,dance pop
291,Focus,Ariana Grande,2015,100,88,67,-6,44,79,211,27,24,66,dance pop
292,Attention,Charlie Puth,2018,100,61,78,-5,13,80,209,11,5,83,dance pop
293,Kissing Strangers - Remix,DNCE,2017,120,77,76,-6,8,81,202,8,5,43,dance pop
294,Lose Yourself to Dance,Daft Punk,2013,100,66,83,-8,8,67,354,8,6,72,electro
295,Kissing Strangers,DNCE,2018,120,74,77,-6,9,86,202,5,4,66,dance pop
296,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,2013,126,81,57,-6,13,11,215,2,6,74,art pop
297,Turning Page,Sleeping At Last,2011,125,38,30,-8,11,19,255,91,3,46,acoustic pop
298,I Luh Ya Papi,Jennifer Lopez,2014,96,73,74,-6,12,59,207,45,42,28,dance pop
299,California Gurls,Katy Perry,2010,125,75,79,-4,18,40,235,0,5,62,dance pop
300,Give It 2 U,Robin Thicke,2013,127,83,67,-4,16,58,230,10,7,41,dance pop
301,3,Britney Spears,2010,135,71,70,-2,14,79,213,5,5,62,dance pop
302,My My My!,Troye Sivan,2018,103,46,70,-8,5,48,205,0,8,76,dance pop
303,I Dont Wanna Live Forever (Fifty Shades Darker),ZAYN,2017,118,45,74,-8,33,9,245,6,6,78,dance pop
304,#thatPOWER,will.i.am,2013,128,61,80,-6,7,40,280,0,6,68,dance pop
305,Born This Way,Lady Gaga,2011,124,83,59,-5,33,49,260,0,16,73,dance pop
306,Dear Future Husband,Meghan Trainor,2015,79,78,66,-5,32,83,184,38,19,72,dance pop
307,Blow Me (One Last Kiss),P!nk,2012,114,92,60,-3,25,75,256,0,4,0,dance pop
308,Electricity (with Dua Lipa),Silk City,2018,118,67,59,-6,34,51,238,1,5,82,edm
309,Tonight Tonight,Hot Chelle Rae,2011,100,78,69,-5,16,81,200,8,12,75,dance pop
310,Closer,The Chainsmokers,2017,95,52,75,-6,11,66,245,41,3,86,electropop
311,I Feel It Coming,The Weeknd,2017,93,82,77,-6,7,59,269,43,12,81,canadian contemporary r&b
312,A Thousand Years,Christina Perri,2011,139,41,42,-7,11,16,285,31,3,81,dance pop
313,Clown,Emeli Sandé,2013,130,23,45,-8,11,23,221,92,4,60,dance pop
314,It Ain't Me (with Selena Gomez),Kygo,2017,100,53,64,-7,9,52,221,12,7,79,edm
315,Wide Awake,Katy Perry,2012,160,68,51,-5,39,57,221,7,4,68,dance pop
316,Remember I Told You,Nick Jonas,2017,113,53,68,-6,4,84,202,14,28,53,dance pop
317,Million Years Ago,Adele,2016,0,0,0,-60,0,0,227,0,0,0,british soul
318,Yeah 3x,Chris Brown,2011,130,88,71,-3,9,70,242,0,4,69,dance pop
319,Invitation,Britney Spears,2016,112,65,37,-7,9,16,200,3,11,44,dance pop
320,Cheap Thrills,Sia,2016,90,80,59,-5,8,73,225,6,22,64,australian dance
321,These Days,Rudimental,2018,92,81,65,-4,17,55,211,19,5,80,dance pop
322,Mercy,Shawn Mendes,2017,148,66,56,-5,11,36,209,13,8,81,canadian pop
323,TiK ToK,Kesha,2010,120,84,76,-3,29,71,200,10,14,80,dance pop
324,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,2016,102,71,66,-7,8,69,198,4,11,78,dance pop
325,When We Were Young,Adele,2016,144,59,38,-6,9,27,291,35,5,58,british soul
326,Champagne Problems,Nick Jonas,2016,108,78,73,-5,9,64,193,0,13,50,dance pop
327,I Feel It Coming,The Weeknd,2017,93,82,77,-6,7,59,269,43,12,81,canadian contemporary r&b
328,This Town,Niall Horan,2018,112,41,68,-8,12,20,233,70,3,64,dance pop
329,WTF (Where They From),Missy Elliott,2016,120,82,93,-3,6,56,193,2,20,58,dance pop
330,BURNITUP!,Janet Jackson,2016,123,71,83,-7,31,83,250,5,18,31,dance pop
331,Starboy,The Weeknd,2017,186,59,68,-7,14,49,230,14,28,85,canadian contemporary r&b
332,Sick Boy,The Chainsmokers,2018,90,58,66,-8,12,45,193,11,5,76,electropop
333,Tell Me You Love Me - NOTD Remix,Demi Lovato,2018,102,77,58,-5,9,76,182,5,8,44,dance pop
334,My First Kiss - feat. Ke$ha,3OH!3,2010,138,89,68,-4,36,83,192,1,8,62,dance pop
335,All About That Bass,Meghan Trainor,2015,134,88,81,-4,11,96,189,5,5,65,dance pop
336,Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,2017,115,83,70,-6,36,63,245,28,27,54,dance pop
337,Starboy,The Weeknd,2017,186,59,68,-7,14,49,230,14,28,85,canadian contemporary r&b
338,Underneath the Tree,Kelly Clarkson,2013,160,81,51,-5,21,69,230,0,5,88,dance pop
339,I'll Show You,Justin Bieber,2015,192,61,36,-7,18,8,200,5,10,68,canadian pop
340,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,2015,86,73,60,-4,33,53,193,24,15,72,dance pop
341,Ghosttown,Madonna,2015,79,55,54,-7,12,9,250,4,4,54,dance pop
342,Kissing Strangers - Remix,DNCE,2017,120,77,76,-6,8,81,202,8,5,43,dance pop
343,Water Under the Bridge,Adele,2017,95,84,60,-7,11,47,240,2,7,49,british soul
344,A Little Party Never Killed Nobody (All We Got),Fergie,2014,130,62,76,-6,9,52,241,1,18,65,dance pop
345,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,2014,128,74,60,-3,9,46,217,11,4,64,complextro
346,Muny - Album Version (Edited),Nicki Minaj,2011,98,72,80,-5,19,53,227,56,33,7,dance pop
347,Suit & Tie,Justin Timberlake,2013,102,60,80,-4,16,36,326,10,22,68,dance pop
348,Next To Me,Emeli Sandé,2013,95,80,67,-5,11,35,197,9,4,60,dance pop
349,Teenage Dream,Katy Perry,2010,120,80,72,-5,13,59,228,2,4,63,dance pop
350,Love Me Harder,Ariana Grande,2015,99,71,47,-4,8,24,236,1,3,76,dance pop
351,XO,Beyoncé,2014,170,79,47,-9,31,21,216,17,26,56,dance pop
352,Dark Horse,Katy Perry,2014,132,59,65,-6,17,35,216,0,5,78,dance pop
353,Time of Our Lives,Pitbull,2015,124,80,72,-6,69,72,229,9,6,45,dance pop
354,Baby Don't Lie,Gwen Stefani,2015,100,55,69,-5,10,26,203,1,3,52,dance pop
355,Run Run Run,Kelly Clarkson,2015,112,37,28,-7,11,8,273,45,4,36,dance pop
356,Like A G6,Far East Movement,2010,125,84,44,-8,12,78,217,1,45,72,dance pop
357,Blown,DNCE,2016,130,95,63,-5,10,73,197,0,4,48,dance pop
358,Walk On Water (feat. Beyoncé),Eminem,2018,82,44,48,-10,64,62,304,81,24,65,detroit hip hop
359,Clown,Emeli Sandé,2013,130,23,45,-8,11,23,221,92,4,60,dance pop
360,Firework,Katy Perry,2011,124,83,64,-5,11,65,228,14,5,25,dance pop
361,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2018,98,67,67,-3,12,63,204,3,7,76,dance pop
362,Filthy,Justin Timberlake,2018,97,58,75,-6,25,65,294,4,14,62,dance pop
363,I Luh Ya Papi,Jennifer Lopez,2014,96,73,74,-6,12,59,207,45,42,28,dance pop
364,Never Forget You,Zara Larsson,2015,146,73,58,-6,27,28,213,0,5,77,dance pop
365,Bon appétit,Katy Perry,2017,106,79,80,-6,22,52,228,13,6,68,dance pop
366,Night Changes,One Direction,2015,120,52,67,-8,12,37,227,86,4,77,boy band
367,Ferrari,Bebe Rexha,2018,77,48,58,-6,10,42,213,2,3,57,dance pop
368,How Deep Is Your Love,Calvin Harris,2015,122,87,74,-4,39,34,213,4,7,77,dance pop
369,I Like It,Cardi B,2018,136,73,82,-4,37,65,253,10,13,85,pop
370,Drip (feat. Migos),Cardi B,2018,130,59,97,-8,8,27,264,5,26,45,pop
371,Worth It,Fifth Harmony,2015,100,77,88,-4,12,59,225,6,9,75,dance pop
372,What Makes You Beautiful,One Direction,2012,125,79,73,-2,6,89,200,1,7,78,boy band
373,In My Blood,Shawn Mendes,2018,140,71,62,-7,13,49,211,6,7,83,canadian pop
374,Time of Our Lives,Pitbull,2015,124,80,72,-6,69,72,229,9,6,45,dance pop
375,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,2015,123,89,76,-5,62,78,189,2,3,58,french indie pop
376,Easy Love,Sigala,2015,124,94,68,-4,12,65,230,18,6,67,dance pop
377,Stay,Zedd,2017,102,62,69,-5,12,54,210,25,6,80,complextro
378,S&M Remix,Rihanna,2011,128,81,82,-3,5,89,257,5,5,54,barbadian pop
379,Cool Girl,Tove Lo,2016,102,69,67,-7,8,20,199,31,11,69,dance pop
380,Swish Swish,Katy Perry,2017,120,71,84,-5,10,57,243,2,4,73,dance pop
381,Latch,Disclosure,2014,122,73,50,-5,9,52,256,2,17,72,house
382,Hall of Fame,The Script,2013,85,87,42,-4,12,63,203,7,6,80,celtic rock
383,Last Friday Night (T.G.I.F.),Katy Perry,2011,126,81,65,-4,67,72,231,0,4,27,dance pop
384,One Kiss (with Dua Lipa),Calvin Harris,2018,124,86,79,-3,8,59,215,4,11,86,dance pop
385,La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,2014,128,82,80,-5,35,61,198,18,4,50,colombian pop
386,Beautiful Birds (feat. Birdy),Passenger,2016,86,17,39,-13,11,14,214,91,3,36,folk-pop
387,Heartbreaker,Justin Bieber,2013,105,52,56,-7,34,58,263,14,10,61,canadian pop
388,Freak,Kelly Rowland,2013,104,78,65,-5,12,45,274,13,6,28,atl hip hop
389,Picky - Remix,Joey Montana,2016,186,81,70,-3,37,69,225,9,7,29,latin
390,Toothbrush,DNCE,2016,105,79,55,-6,47,82,232,12,13,72,dance pop
391,Love,Lana Del Rey,2017,99,37,53,-11,11,23,273,49,3,72,art pop
392,Love Incredible (feat. Camila Cabello),Cashmere Cat,2017,167,50,37,-9,20,21,180,6,12,59,downtempo
393,All Around The World (La La La),R3HAB,2019,125,86,73,-5,11,52,148,48,3,82,big room
394,Higher,Carly Rae Jepsen,2016,114,87,65,-5,37,44,234,1,6,46,canadian pop
395,"Me, Myself & I",G-Eazy,2016,112,67,76,-7,16,38,251,2,10,78,hip hop
396,Con Calma - Remix,Daddy Yankee,2019,94,87,74,-3,4,61,181,17,5,76,latin
397,Just Cant Get Enough,The Black Eyed Peas,2011,94,63,66,-9,11,26,219,19,18,71,dance pop
398,Just the Way You Are,Bruno Mars,2010,109,84,64,-5,9,43,221,2,4,78,pop
399,Fancy,Iggy Azalea,2014,95,72,91,-4,5,38,200,9,7,70,australian hip hop
400,Bad At Love,Halsey,2018,118,75,68,-4,9,61,181,6,3,78,dance pop
401,Run the World (Girls),Beyoncé,2011,127,90,73,-4,37,76,236,0,14,76,dance pop
402,Wish That You Were Here - From Miss Peregrines Home for Peculiar Children Original Motion Picture,Florence + The Machine,2016,94,57,37,-6,13,12,403,72,3,57,art pop
403,FourFiveSeconds,Rihanna,2015,206,27,58,-6,13,35,188,88,5,80,barbadian pop
404,Say Something,Justin Timberlake,2018,97,63,71,-7,8,37,279,10,8,74,dance pop
405,Just the Way You Are,Bruno Mars,2010,109,84,64,-5,9,43,221,2,4,78,pop
406,Love On Top,Beyoncé,2011,94,75,65,-5,60,65,267,8,9,76,dance pop
407,Wrecking Ball,Miley Cyrus,2013,120,42,53,-6,11,35,221,41,3,77,dance pop
408,Trumpets,Jason Derulo,2015,82,70,63,-5,10,64,217,56,24,69,dance pop
409,Havana (feat. Young Thug),Camila Cabello,2018,105,52,77,-4,13,39,217,18,3,85,dance pop
410,Turn Up the Music,Chris Brown,2012,130,84,59,-6,16,64,228,0,10,65,dance pop
411,Lights - Single Version,Ellie Goulding,2012,120,80,68,-6,13,78,211,3,4,65,dance pop
412,Alejandro,Lady Gaga,2010,99,80,63,-7,36,37,274,0,5,69,dance pop
413,Con Calma - Remix,Daddy Yankee,2019,94,87,74,-3,4,61,181,17,5,76,latin
414,Toothbrush,DNCE,2016,105,79,55,-6,47,82,232,12,13,72,dance pop
415,See You Again (feat. Charlie Puth),Wiz Khalifa,2015,80,48,69,-8,6,28,230,37,8,56,hip hop
416,"Happy - From ""Despicable Me 2""",Pharrell Williams,2014,160,82,65,-5,9,96,233,22,18,79,dance pop
417,Here,Alessia Cara,2016,120,82,38,-4,8,33,199,8,10,68,canadian contemporary r&b
418,Whataya Want from Me,Adam Lambert,2010,186,68,44,-5,6,45,227,1,5,66,australian pop
419,The Heart Wants What It Wants,Selena Gomez,2015,83,79,62,-5,14,62,227,5,4,72,dance pop
420,Don't Let Me Down,The Chainsmokers,2016,160,87,53,-5,14,42,208,16,17,81,electropop
421,Dog Days Are Over,Florence + The Machine,2010,150,81,50,-5,12,26,253,3,9,58,art pop
422,Memories,Maroon 5,2019,91,32,76,-7,8,57,189,84,5,99,pop
423,Thinking out Loud,Ed Sheeran,2015,79,45,78,-6,18,59,282,47,3,84,pop
424,Imma Be,The Black Eyed Peas,2010,92,52,60,-7,31,41,258,18,37,62,dance pop
425,Wait,Maroon 5,2018,126,60,66,-5,11,45,191,10,6,67,pop
426,7 Years,Lukas Graham,2016,120,47,77,-6,39,34,237,29,5,80,danish pop
427,New Rules,Dua Lipa,2018,116,70,76,-6,15,61,209,0,7,84,dance pop
428,Giant (with Rag'n'Bone Man),Calvin Harris,2019,122,89,81,-4,8,61,229,2,4,84,dance pop
429,She Looks So Perfect,5 Seconds of Summer,2014,160,95,49,-4,33,44,202,0,13,71,boy band
430,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,2016,105,59,80,-6,6,59,214,10,4,79,dance pop
431,Club Can't Handle Me (feat. David Guetta),Flo Rida,2010,128,87,62,-4,6,47,235,3,3,73,dance pop
432,Beauty And A Beat,Justin Bieber,2012,128,84,60,-5,7,53,228,0,6,72,canadian pop
433,2U (feat. Justin Bieber),David Guetta,2018,145,61,53,-7,23,53,195,23,6,65,dance pop
434,Let Her Go,Passenger,2014,75,54,51,-7,10,24,253,39,6,77,folk-pop
435,I Really Like You,Carly Rae Jepsen,2015,122,81,62,-5,22,60,205,1,4,66,canadian pop
436,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2016,108,53,63,-7,18,42,225,40,4,79,dance pop
437,Lips Are Movin,Meghan Trainor,2015,139,83,78,-5,11,95,183,5,5,68,dance pop
438,Someone You Loved,Lewis Capaldi,2019,110,41,50,-6,11,45,182,75,3,96,pop
439,human,Christina Perri,2014,144,49,44,-6,11,25,251,13,4,68,dance pop
440,New Rules,Dua Lipa,2018,116,70,76,-6,15,61,209,0,7,84,dance pop
441,Close,Nick Jonas,2016,124,62,65,-5,14,40,234,25,8,72,dance pop
442,Secrets,OneRepublic,2010,148,76,52,-6,12,38,225,7,4,77,dance pop
443,Make Me Like You,Gwen Stefani,2016,118,71,74,-5,13,80,217,4,5,50,dance pop
444,Love You Like A Love Song,Selena Gomez & The Scene,2012,117,68,86,-4,7,92,188,8,5,76,dance pop
445,Kills You Slowly,The Chainsmokers,2019,150,44,70,-9,13,23,213,6,6,67,electropop
446,Roar,Katy Perry,2013,180,77,55,-5,35,46,224,0,4,78,dance pop
447,Body Say,Demi Lovato,2016,87,74,63,-5,28,26,194,0,4,65,dance pop
448,Maps,Maroon 5,2014,120,71,74,-6,6,88,190,2,3,78,pop
449,Hold It Against Me,Britney Spears,2011,133,72,65,-5,24,39,229,1,4,59,dance pop
450,Sick Boy,The Chainsmokers,2018,90,58,66,-8,12,45,193,11,5,76,electropop
451,Invitation,Britney Spears,2016,112,65,37,-7,9,16,200,3,11,44,dance pop
452,Imma Be,The Black Eyed Peas,2010,92,52,60,-7,31,41,258,18,37,62,dance pop
453,Kills You Slowly,The Chainsmokers,2019,150,44,70,-9,13,23,213,6,6,67,electropop
454,Burn,Ellie Goulding,2014,87,78,56,-5,11,33,231,31,4,71,dance pop
455,L.A.LOVE (la la),Fergie,2015,202,39,48,-8,26,27,193,2,9,0,dance pop
456,Time of Our Lives,Pitbull,2015,124,80,72,-6,69,72,229,9,6,45,dance pop
457,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2018,103,71,66,-4,8,74,175,3,5,82,dance pop
458,The Time (Dirty Bit),The Black Eyed Peas,2010,128,81,82,-8,60,44,308,7,7,70,dance pop
459,Roses,The Chainsmokers,2016,100,80,71,-7,31,34,227,4,6,74,electropop
460,Sorry,Justin Bieber,2015,100,76,65,-4,30,41,201,8,5,81,canadian pop
461,We Own The Night,The Wanted,2013,104,94,55,-4,23,56,206,1,13,56,boy band
462,Never Be the Same - Radio Edit,Camila Cabello,2018,130,69,63,-4,12,25,227,16,9,57,dance pop
463,Love On The Brain,Rihanna,2018,172,64,51,-5,8,38,224,7,5,82,barbadian pop
464,Señorita,Shawn Mendes,2019,117,54,76,-6,9,75,191,4,3,95,canadian pop
465,I'm Into You,Jennifer Lopez,2011,84,75,59,-4,8,70,200,2,14,59,dance pop
466,Scars To Your Beautiful,Alessia Cara,2016,97,74,57,-6,11,45,230,3,13,79,canadian contemporary r&b
467,Hands To Myself,Selena Gomez,2016,111,50,81,-7,34,47,201,1,12,71,dance pop
468,Sucker,Jonas Brothers,2019,138,73,84,-5,11,95,181,4,6,86,boy band
469,You Da One,Rihanna,2012,127,72,70,-5,13,86,200,50,4,57,barbadian pop
470,Perfect Illusion,Lady Gaga,2016,125,86,61,-5,36,66,182,0,4,67,dance pop
471,Million Reasons,Lady Gaga,2016,130,42,67,-8,11,15,205,49,4,80,dance pop
472,Something's Got A Hold On Me - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,2010,150,85,51,-4,12,72,185,47,27,58,dance pop
473,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017,81,67,61,-4,17,81,289,6,4,77,dance pop
474,Don't Let Me Down,The Chainsmokers,2016,160,87,53,-5,14,42,208,16,17,81,electropop
475,Trumpets,Jason Derulo,2015,82,70,63,-5,10,64,217,56,24,69,dance pop
476,Runnin' (Lose It All),Naughty Boy,2016,139,85,32,-6,48,8,213,1,8,69,tropical house
477,California Gurls,Katy Perry,2010,125,75,79,-4,18,40,235,0,5,62,dance pop
478,Firework,Katy Perry,2011,124,83,64,-5,11,65,228,14,5,25,dance pop
479,Take It Off,Kesha,2010,125,68,73,-5,9,74,215,0,3,66,dance pop
480,OK - Spotify Version,Robin Schulz,2017,122,81,65,-6,13,58,189,12,6,69,dance pop
481,I'm Not The Only One,Sam Smith,2015,82,49,68,-6,8,49,239,53,4,84,pop
482,Doesn't Mean Anything,Alicia Keys,2010,104,41,71,-7,10,10,273,4,3,57,hip pop
483,Rich Love (with Seeb),OneRepublic,2017,105,87,40,-4,36,47,201,17,31,70,dance pop
484,Mirrors - Radio Edit,Justin Timberlake,2013,77,60,58,-6,43,65,277,14,5,60,dance pop
485,La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,2014,128,82,80,-5,35,61,198,18,4,50,colombian pop
486,TKO,Justin Timberlake,2013,138,68,61,-7,43,49,424,1,24,58,dance pop
487,When We Were Young,Adele,2016,144,59,38,-6,9,27,291,35,5,58,british soul
488,If I Lose Myself - Alesso vs OneRepublic,OneRepublic,2013,126,75,52,-6,14,16,215,26,4,69,dance pop
489,Keeping Your Head Up,Birdy,2016,122,78,60,-5,19,53,208,16,5,52,neo mellow
490,Praying,Kesha,2017,73,39,58,-7,11,32,230,49,3,77,dance pop
491,Loca,Shakira,2010,112,87,80,-4,9,85,193,19,7,56,colombian pop
492,1+1,Beyoncé,2011,63,38,30,-7,7,26,274,38,3,60,dance pop
493,Brave,Sara Bareilles,2013,185,84,55,-4,4,76,221,1,5,71,acoustic pop
494,Problem,Ariana Grande,2014,103,81,66,-5,16,63,194,2,15,75,dance pop
495,Legendary Lovers,Katy Perry,2015,126,84,62,-5,8,39,224,2,8,41,dance pop
496,Love Me Like You,Little Mix,2015,106,67,79,-4,28,85,198,21,4,65,dance pop
497,My House,Flo Rida,2015,94,70,69,-5,13,74,192,2,5,77,dance pop
498,Reggaetón Lento (Remix),CNCO,2017,94,91,53,-3,10,62,189,15,9,71,boy band
499,People Like Us,Kelly Clarkson,2013,128,79,60,-5,36,61,259,4,4,45,dance pop
500,Sugar,Maroon 5,2015,120,79,75,-7,9,88,235,6,3,81,pop
501,Birthday,Katy Perry,2014,126,67,72,-5,11,84,215,9,7,65,dance pop
502,Anaconda,Nicki Minaj,2014,130,60,96,-6,21,65,260,7,18,50,dance pop
503,Just the Way You Are,Bruno Mars,2011,109,84,64,-5,9,43,221,2,4,78,pop
504,Applause,Lady Gaga,2013,140,78,67,-4,11,73,212,3,5,52,dance pop
505,Suit & Tie,Justin Timberlake,2013,102,60,80,-4,16,36,326,10,22,68,dance pop
506,Tee Shirt - Soundtrack Version,Birdy,2014,76,34,68,-9,9,56,160,84,3,49,neo mellow
507,Rolling in the Deep,Adele,2011,105,76,73,-5,5,52,228,13,3,76,british soul
508,I Want You To Know,Zedd,2015,130,85,58,-3,14,37,240,1,6,68,complextro
509,Give Me Everything,Pitbull,2011,129,94,67,-3,30,53,252,19,16,79,dance pop
510,Impossible,James Arthur,2013,170,70,38,-5,11,30,209,14,9,77,pop
511,Kissing Strangers,DNCE,2017,120,74,77,-6,9,86,202,5,4,66,dance pop
512,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,2018,94,69,73,-4,10,42,221,2,5,64,dance pop
513,Antisocial (with Travis Scott),Ed Sheeran,2019,152,82,72,-5,36,91,162,13,5,78,pop
514,Here,Alessia Cara,2015,120,82,38,-4,8,33,199,8,10,68,canadian contemporary r&b
515,Blow Me (One Last Kiss),P!nk,2012,114,92,60,-3,25,75,256,0,4,0,dance pop
516,What I Need (feat. Kehlani),Hayley Kiyoko,2018,104,79,63,-4,16,41,220,5,6,67,dance pop
517,"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,2015,156,60,47,-6,9,4,292,33,5,55,dance pop
518,What Do You Mean? - Acoustic,Justin Bieber,2015,125,36,77,-11,10,76,204,79,4,64,canadian pop
519,Familiar,Liam Payne,2018,93,81,64,-5,8,91,197,2,33,72,dance pop
520,All We Know,The Chainsmokers,2016,90,59,66,-9,12,30,194,10,3,72,electropop
521,Wake Me Up,Avicii,2013,124,78,53,-6,16,64,247,0,5,85,big room
522,Misery,Maroon 5,2010,103,81,70,-5,22,73,216,0,4,65,pop
523,Problem,Ariana Grande,2014,103,81,66,-5,16,63,194,2,15,75,dance pop
524,Kills You Slowly,The Chainsmokers,2019,150,44,70,-9,13,23,213,6,6,67,electropop
525,Bang My Head (feat. Sia & Fetty Wap),David Guetta,2015,108,87,60,-4,10,59,193,5,8,54,dance pop
526,Love Yourself,Justin Bieber,2015,100,38,61,-10,28,52,234,84,44,83,canadian pop
527,Let Me,ZAYN,2018,168,57,46,-6,10,19,185,24,5,72,dance pop
528,no tears left to cry,Ariana Grande,2018,122,71,70,-6,29,35,206,4,6,84,dance pop
529,Overdose,Ciara,2013,107,70,77,-6,6,79,227,1,3,43,dance pop
530,Supplies,Justin Timberlake,2018,120,55,79,-7,13,23,226,1,5,57,dance pop
531,Sign of the Times,Harry Styles,2018,120,57,52,-5,11,21,341,3,3,72,dance pop
532,Foolish Games,Jewel,2013,132,34,51,-11,12,7,250,23,3,36,alaska indie
533,Find U Again (feat. Camila Cabello),Mark Ronson,2019,104,66,61,-7,20,16,176,1,3,75,dance pop
534,Uptown Funk,Mark Ronson,2015,115,61,86,-7,3,93,270,1,8,82,dance pop
535,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2018,103,71,66,-4,8,74,175,3,5,82,dance pop
536,43776,Beyoncé,2015,136,71,75,-5,13,56,214,1,13,72,dance pop
537,Up,Olly Murs,2015,115,85,69,-5,10,64,224,2,3,69,dance pop
538,We Are Young (feat. Janelle Monáe),fun.,2012,184,64,38,-6,8,74,251,2,8,63,baroque pop
539,Beneath Your Beautiful,Labrinth,2013,84,52,56,-6,10,23,272,23,4,70,pop
540,Animals,Maroon 5,2015,190,74,28,-6,59,33,231,0,9,76,pop
541,The One That Got Away,Katy Perry,2012,134,80,69,-4,16,88,227,0,4,67,dance pop
542,Change,Christina Aguilera,2016,82,54,62,-6,13,20,187,68,8,54,dance pop
543,Change,Christina Aguilera,2016,82,54,62,-6,13,20,187,68,8,54,dance pop
544,E.T.,Katy Perry,2011,152,87,62,-5,37,76,230,2,18,66,dance pop
545,Take Back the Night,Justin Timberlake,2013,107,66,59,-5,64,33,353,4,16,54,dance pop
546,Eenie Meenie,Sean Kingston,2010,121,61,72,-4,11,83,202,5,3,71,dance pop
547,E.T.,Katy Perry,2011,152,87,62,-5,37,76,230,2,18,66,dance pop
548,Worth It,Fifth Harmony,2015,100,77,88,-4,12,59,225,6,9,75,dance pop
549,Sing,Ed Sheeran,2015,120,67,82,-4,6,94,235,30,5,71,pop
550,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2013,125,68,66,-7,37,25,252,25,4,70,dance pop
551,All I Ask,Adele,2017,142,28,59,-5,15,34,272,88,3,71,british soul
552,Company,Justin Bieber,2016,95,80,59,-5,8,43,208,13,6,72,canadian pop
553,The Edge Of Glory,Lady Gaga,2011,128,77,58,-6,11,36,321,0,4,67,dance pop
554,Shake It Off,Taylor Swift,2014,160,80,65,-5,33,94,219,6,17,78,pop
555,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,2013,95,53,78,-7,5,66,236,6,29,69,dance pop
556,Little Lies,Hilary Duff,2016,124,76,57,-6,4,40,204,0,6,36,dance pop
557,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2013,125,68,66,-7,37,25,252,25,4,70,dance pop
